authors,title,description,categories,pageCount,language,publishedDate,averageRating
['Ruskin Bond'],Friends of My Youth,"I needed a friend but it was not easy to find one among a horde of rowdy, pea-shooting fourth formers, who carved their names on desks and stuck chewing gum on the class teacher's chair. Had I grown up with other children, I might have developed a taste for schoolboy anarchy; but, in sharing my father's loneliness after his separation from my mother, I had turned into a premature adult.' There is no telling where friendships might be made and how. Friends of My Youth is a collection of short stories by Ruskin Bond on how little and almost seemingly insignificant incidents of life can lead us to the person in whom we may find a companion, a comrade. These are the stories of how unknowingly, at times, friends are found and how they help eliminate our loneliness or become partners in crime in our personal missions. Narrated with utter simplicity, the tales make for a delightful remembrance of the friends made in the early years of life.",,144,en,2021-12-10,
['Ruskin Bond'],A Gallery of Rascals,"Ruskin Bond is the most addictive and entertaining writer in modern Indian literature. The author of over a hundred novels and short-story collections, his fiction is especially celebrated for the unforgettable misfits, dreamers, small-time con artists, rapscallions, thieves and drifters who populate it.",['Fiction'],206,en,2019-08,
['Ruskin Bond'],The Neighbour's Wife and Other Stories,,['India'],205,en,1967,
['John Ruskin'],The Guild and Museum of St. George,,,362,en,1907,
"['J. M. Barrie', 'Louisa May Alcott', 'Lewis Carroll', 'George MacDonald', 'Kenneth Grahame', 'E. Nesbit', 'Beatrix Potter', 'Thornton Burgess', 'Margery Williams', 'Ruth Stiles Gannett', 'Howard R. Garis', 'L. Frank Baum', 'Rudyard Kipling', 'Hugh Lofting', 'E. T. A. Hoffmann', 'Vishnu Sharma', 'Aesop', 'Hans Christian Andersen', 'Brothers Grimm', 'Andrew Lang', 'Nathaniel Hawthorne', 'Oscar Wilde', 'Evelyn Sharp', 'Maurice Maeterlinck', 'Georgette Leblanc', 'John Ruskin', 'Carl Sandburg', 'Mary Louisa Molesworth', 'Johnny Gruelle', 'Carlo Collodi', 'George Haven Putnam', 'Johanna Spyri', 'Frances Hodgson Burnett', 'Emerson Hough', 'Eleanor H. Porter', 'Kate Douglas Wiggin', 'Dorothy Canfield', 'Susan Coolidge', 'Gertrude Chandler Warner', 'Mark Twain', 'R. L. Stevenson', 'John Meade Falkner', 'Thomas Bailey Aldrich', 'Charles Lamb', 'Mary Lamb', 'Jonathan Swift', 'Miguel Cervantes', 'Daniel Defoe', 'Harriet Beecher Stowe', 'Anna Sewell', 'Jack London', 'E. Boyd Smith', 'Jennie Hall', 'Howard Pyle', 'Marion St. John Webb', 'Jules Verne', 'Eva March Tappan']",The Greatest Classics for Children in One Volume,This carefully edited collection of the most-beloved and enjoyed children's classics of all time has been designed and formatted to the highest digital standards and adjusted for readability on all devices. Table of Contents: Dragon Tales: The Reluctant Dragon My Father's Dragon The Book of Dragons Animal Tales & Fables: The Tale of Peter Rabbit The Tale of Benjamin Bunny… Mother West Wind Series The Burgess Bird Book for Children The Burgess Animal Book for Children The Velveteen Rabbit Uncle Wiggily's Adventures & Other Tales Little Bun Rabbit Mother Goose in Prose Lulu's Library The Jungle Book… White Fang Black Beauty The Story of Doctor Dolittle… Aesop Fables The Panchatantra Russian Picture Fables for the Little Ones The Russian Garland: Folk Tales Fairy tales & Fantasies: Complete Fairy Tales of Hans Christian Andersen Complete Fairy Tales of Brothers Grimm Complete Fairy Books of Andrew Lang Five Children and It… Peter Pan Alice in Wonderland Through the Looking Glass The Wonderful Wizard of Oz Collection At the Back of the North Wind The Princess and the Goblin Tanglewood Tales… All the Way to Fairyland Friendly Fairies… Old Peter's Russian Tales Childhood Adventures: Robin Hood Pinocchio Gingerbread Man Little Women The Secret Garden A Little Princess The Adventures of Tom Sawyer Journey to the Centre of the Earth Treasure Island… Anne of Green Gables Collection… The Wind in the Willows The Box-Car Children The Railway Children Oliver Twist David Copperfield… Classics Retold: The Iliad of Homer Odysseus The Arabian Nights Entertainments Viking Tales Tales of King Arthur and the Round Table Chaucer for Children Tales from Shakespeare Don Quixote The Pilgrim's Progress Robinson Crusoe Voyage to Lilliput Little Goody Two-Shoes & Mrs Margery Two-Shoes Charles Dickens' Children Stories The Story of Hiawatha Uncle Tom's Cabin Pocahontas,['Juvenile Fiction'],14847,en,2020-12-17,
"['Jules Verne', 'Lewis Carroll', 'Johanna Spyri', 'Mark Twain', 'Harriet Beecher Stowe', 'Oscar Wilde', 'George MacDonald', 'Charles Lamb', 'Mary Lamb', 'Howard Pyle', 'Jack London', 'Louisa May Alcott', 'Frances Hodgson Burnett', 'Andrew Lang', 'John Meade Falkner', 'Jonathan Swift', 'Maurice Maeterlinck', 'Daniel Defoe', 'Johnny Gruelle', 'Aesop', 'Hugh Lofting', 'Emerson Hough', 'George Haven Putnam', 'Anna Sewell', 'Rudyard Kipling', 'Beatrix Potter', 'John Ruskin', 'Kenneth Grahame', 'Arthur Ransome', 'Eva March Tappan', 'Nathaniel Hawthorne', 'Susan Coolidge', 'Carlo Collodi', 'Thomas Bailey Aldrich', 'Georgette Leblanc', 'Jennie Hall', 'Carl Sandburg', 'Ruth Stiles Gannett', 'Evelyn Sharp', 'Gertrude Chandler Warner', 'Marion St. John Webb', 'L. Frank Baum', 'J. M. Barrie', 'Eleanor H. Porter', 'E. Nesbit', 'E. T. A. Hoffmann', 'E. Boyd Smith', 'Hans Christian Andersen', 'Kate Douglas Wiggin', 'Vishnu Sharma', 'Margery Williams', 'Mary Louisa Molesworth', 'Dorothy Canfield', 'Howard R. Garis', 'Brothers Grimm', 'Thornton Burgess', 'W. R. S. Ralston', 'R. L. Stevenson', 'Miguel Cervantes']",The Greatest Children's Classics of All Time,"Share the joy of reading to your little ones and take them into the magical land of dragons, fairies, elves and fantasies with this meticulously edited collection:_x000D_ Dragon Tales:_x000D_ My Father's Dragon_x000D_ The Reluctant Dragon_x000D_ The Book of Dragons_x000D_ Animal Tales & Fables:_x000D_ The Tale of Peter Rabbit_x000D_ The Tale of Benjamin Bunny..._x000D_ Mother West Wind Series_x000D_ The Burgess Bird Book for Children_x000D_ The Burgess Animal Book for Children_x000D_ The Velveteen Rabbit_x000D_ Uncle Wiggily's Adventures & Other Tales_x000D_ Little Bun Rabbit_x000D_ Mother Goose in Prose_x000D_ Lulu's Library_x000D_ The Jungle Book..._x000D_ White Fang_x000D_ Black Beauty_x000D_ The Story of Doctor Dolittle..._x000D_ Aesop Fables_x000D_ The Panchatantra_x000D_ Russian Picture Fables for the Little Ones_x000D_ The Russian Garland_x000D_ Fairy tales & Fantasies:_x000D_ Complete Fairy Tales of Hans Christian Andersen_x000D_ Complete Fairy Tales of Brothers Grimm_x000D_ Complete Fairy Books of Andrew Lang_x000D_ Peter Pan_x000D_ Five Children and It..._x000D_ Alice in Wonderland_x000D_ Through the Looking Glass_x000D_ The Wonderful Wizard of Oz Collection_x000D_ At the Back of the North Wind_x000D_ The Princess and the Goblin_x000D_ Tanglewood Tales_x000D_ The Happy Prince and Other Tales_x000D_ All the Way to Fairyland_x000D_ Friendly Fairies..._x000D_ Old Peter's Russian Tales_x000D_ Childhood Adventures:_x000D_ Robin Hood_x000D_ Pinocchio_x000D_ Gingerbread Man_x000D_ Little Women_x000D_ The Secret Garden_x000D_ A Little Princess_x000D_ The Adventures of Tom Sawyer_x000D_ Journey to the Centre of the Earth_x000D_ Treasure Island..._x000D_ Anne of Green Gables Collection..._x000D_ The Wind in the Willows_x000D_ The Box-Car Children_x000D_ The Railway Children_x000D_ Oliver Twist_x000D_ David Copperfield..._x000D_ Classics Retold_x000D_ The Iliad of Homer _x000D_ Odysseus_x000D_ The Arabian Nights Entertainments_x000D_ Viking Tales_x000D_ Tales of King Arthur and the Round Table_x000D_ Chaucer for Children_x000D_ Tales from Shakespeare_x000D_ Don Quixote_x000D_ The Pilgrim's Progress_x000D_ Robinson Crusoe_x000D_ Voyage to Lilliput_x000D_ Little Goody Two-Shoes & Mrs Margery Two-Shoes_x000D_ Charles Dickens' Children Stories_x000D_ The Story of Hiawatha_x000D_ Uncle Tom's Cabin_x000D_ Pocahontas",['Young Adult Fiction'],15557,en,2022-05-17,
['Ruskin Bond'],Himalaya,"Intimate, exhilarating writings on adventure, meditation, and life in the captivating wildness of the Himalayan Mountains—with contributions from Amitav Ghosh, Mark Twain, Rabindranath Tagore, Peter Matthiessen, and more. For some, the Himalaya is a frontier against which people test themselves. Others find refuge and tranquility in the mountains, a place where they can seek their true selves, perhaps even God. Over millennia, the mountains have cradled civilization itself and nurtured teeming, irrepressible life. With over thirty essays, this exhilarating anthology offers a dazzling range of voices that reveal accounts of great ascents and descents—from reflecting on a deadly avalanche to searching for a snow leopard and enjoying the simple pleasure of riding a handcar down a railway track. These diverse writings bring to life the spirit of the Himalaya in an unparalleled panorama. Contributors include: Amitav Ghosh Mark Twain Rabindranath Tagore Peter Matthiessen Edmund Hillary Aleister Crowley Andrew Harvey Vicki Mackenzie Sarat Chandra Das H. A. Giles (Trans.) Jahangir Sven Hedin Frank S. Smythe Anil Yadav Jinasena Arundhathi Subramaniam Dharamvir Bharati Swami Vivekananda Rahul Sankrityayan Francis Younghusband Ruskin Bond Jemima Diki Sherpa Kirin Narayan Jawaharlal Nehru Abdul Wahid Radhu Jim Corbett Bill Aitken Hridayesh Joshi Dom Moraes Manjushree Thapa",['Travel'],320,en,2018-06-05,
['Ruskin Bond'],The Eyes of the Eagle,"Another fascinating tale from Indias most-loved storyteller Little Jai with his dog Motu, guards his grandfathers flock in the Tung meadows, high up on the Himalayan range. But on the prowl is a mighty golden eagle, with its powerful beak and talons, ready to prey on the lambs. Things take a turn for the worse when Motu is injured by the fierce bird. Will Jai be able to protect his lambs from the menacing eyes of the eagle? This beautifully illustrated edition brings alive the magical charm of one of Ruskin Bonds most unforgettable tales.",['Juvenile Fiction'],,en,2013-07-15,
['Ruskin Bond'],Tales Of the Open Road,"‘I have come to believe that the best kind of walk, or journey, is the one in which you have no particular destination when you set out.’ Ruskin Bond’s travel writing is unlike what is found in most travelogues, because he will take you to the smaller, lesser-known corners of the country, acquaint you with the least-famous locals there, and describe the flora and fauna that others would have missed. And if the place is well known, Ruskin leaves the common tourist spots to find a small alley or shop where he finds colourful characters to engage in conversation. Tales of the Open Road is a collection of Ruskin Bond’s travel writing over fifty years. Here, you will encounter a tonga ride through the Shivaliks, a hidden waterfall near Rishikesh, walks along the myriad streets of Delhi (one of which used to be the richest in Asia), trips down the Grand Trunk Road, stopovers in little tea stalls in the hills around Mussoorie, and an excursion to the icy source of the Ganga at over ten thousand feet above sea level. Enriched by rare photographs that Ruskin took during his travels, Tales of the Open Road is a celebration of small-town and rural India by its most engaging chronicler.",['Fiction'],128,en,2006-02-01,4
['Ruskin Bond'],All-Time Favourites for Children,"All Time Favourites for Children celebrates Ruskin Bond's writing with stories that are perennially loved and can now be enjoyed in a single collectible volume. Curated and selected by India's most loved writer, this collection brings some of the evocative episodes from Ruskin's life, iconic Rusty, eccentric Uncle Ken, ubiquitous grandmother, and many other charming, endearing characters in a single volume while also introducing us to a smattering of new ones that are sure to be firm favourites with young readers. Heart-warming, funny and spirited, this is a must-have on every bookshelf!",['Juvenile Fiction'],232,en,2021-05-19,5
['Ruskin Bond'],STORIES FROM MY CHILDHOOD,"Childhood. A time of endless adventures and daring discoveries. A time when the worlds all its Attendant fantasies, some good, some not so much-open up in front of the curious little eyes of impressionable minds. A time of both wonderment and bewilderment, and topsy-turvy tales. In this book, Ruskin Bond compiles just some such stories that he loved from his childhood. Join the mad Hatter in his crazy tea party and then rush off with Sindbad the sailor on another of his escapades. Meander with Mowgli and his furry friends in the jungles or be party to the legend of the Pied Piper of Hamelin. A world of wonder awaits.",['Fiction'],232,en,2020-08,
['Ruskin Bond'],Words from the Hills,,,,en,2017-08,
['Ruskin Bond'],The Kitemaker,"Ruskin Bond wrote his first short story, ‘Untouchable’, at the age of sixteen in 1950. Since then he has written over a hundred stories, including the classics ‘A Face in the Dark’, ‘The Kitemaker’, ‘The Tunnel’ and ‘Time Stops at Shamli’. Two of his autobiographical works, ‘Life with Father’ and ‘My Father’s Last Letter’, are also included in this selection. Filled with characteristic warmth, gentle humour and keen observations on daily life, this collection brings together some of the fi nest short fiction by one of India’s best-loved authors.",['Fiction'],151,en,2011-01-24,
['Ruskin Bond'],Vagrants in the Valley,"An evergreen classic about friendship and growing up, by a master storyteller This book catches up with our favourite Rusty as he plunges not just into the cold pools of Dehra but into an exciting new life, dipping his toes into adulthood. Winding his way back to the city with Kishen, Rusty discovers that his beloved room is no longer his! Undaunted, however, and in his trademark style, he forges new homes and new friendships as he embarks on a journey of self-discovery that spans the beautiful hillsides of India. By turns thrilling and nostalgic, this heart-warming sequel is Rusty is at his best as he navigates the tightrope between dreams and reality, all the time maintaining a glorious sense of hope. Striking, evocative, witty and wise-this is an ode to youth and all its complexities, amidst the colours, sights and smells of Bond's India.",['Young adult fiction'],176,en,2016-08,
['Ruskin Bond'],Friends in Small Places,"This Collection Brings Together The Best Of Ruskin Bond'S Cameos, All Beautifully Imagined And Crafted, Inspired By People Who Have Left A Lasting Impression On Him. In Addition, There Are A Host Of Characters Culled From Bond'S Numerous Short Stories. Taken Together, They Constitute A Magnificent Evocation Of The Small-Town India By One Of The Country'S Best Storytellers.",['India'],324,en,2000,5
['Ruskin Bond'],Till the Clouds Roll By,"A couple of years after his father's death, ten-year-old Ruskin travels to Dehradun to spend his holidays with his new family. As he reacquaints himself with his mother, now remarried and with a busy social life, his stepfather and new siblings, a pensive Ruskin longs for his father's company, his stamp collection and the old gramophone. Trying to escape this unfamiliar place, he immerses himself in books and explores the forest glades, canals and bazaars of the little town, forming some unlikely friendships on the way. After the much-loved Looking for the Rainbow, the master storyteller lends another backward glance at his boyhood years-a vacation that took place over seventy winters ago-remembering his days with rare humour, remarkable charm and twinges of heartache.",['Juvenile Fiction'],184,en,2017-12-20,
['Ruskin Bond'],Roads to Mussoorie,"Ruskin Bond emerges again, with a delightful set of sketches set in and on the way to his beloved Mussoorie. With an endearing affection and nostalgia for his home of over forty years, Mr Bond describes his journeys to and from Mussoorie over the years, and then delves into the daily scandals surrounding his life and friends in the (not so) sleepy hill town. The pieces in this collection are characterised by an incorrigible sense of humour and an eye for ordinary-and most often unnoticed-details that are so essential to the geographic, social and cultural fabric of a place. Accompanied by beautiful illustrations, Roads to Mussoorie is a memorable evocation of a writer's surroundings and the role they have played in his work and life.",['Fiction'],125,en,2005,5
['Ruskin Bond'],Death under the Deodars,"‘Colonel Bakshi burst in, looking very agitated. “Something’s happened to Mrs Basu,” he said. “She’s lying outside in a fl ower bed. I think she’s dead . . .”’ In this marvellous collection of thrilling new stories set in the Mussoorie of a bygone era, Ruskin Bond recounts the deliciously sinister cases of a murdered priest, an adulterous couple, a man who is born evil, and a body in the box-bed, not to forget the strange happenings involving arsenic in the post, strychnine in the cognac, a mysterious black dog, and the Daryaganj strangler. As the elderly Miss Ripley-Bean, her Tibetan terrier, Fluff, the hotel pianist, Mr Lobo, and the owner of the Royal, Nandu, mull over these curious incidents, the reader will be enthralled and delighted—until the very end.",['Fiction'],208,en,2018-01-01,
['Ruskin Bond'],The Hidden Pond,,,63,en,1967,
['Ruskin Bond'],A Little Night Music,"This first-time collection of poems by India's most-loved' author of the Hills' is quintessential Ruskin Bond: lucid, effortless and beautifully written. The collection brings together some heartwarming poems about nature and wildlife, imaginative, almost cinematic forays into the poet's dreams (and nightmares) and some humorous interludes about his driving skills--or lack thereof! These and many other poems make for an absorbing and deeply satisfying read, for poetry and Ruskin Bond buffs of all ages. The poems are accompanied by vivid and intelligent pen and ink sketches.",,54,en,2004,
['Ruskin Bond'],The Elephant And The Cassowary,"There was a clumsy flapping of wings, a tremendous swelling of the bird's wattle and an undignified getting up, as if it were a floored boxer doing his best to beat the count of ten. Two mismatched animals meet and the result is a hilarious tale of how one got the better of the other. A photographer takes pictures of animals in the wild and writes about the hidden and mysterious world of the jungle. A tiger, used to its habitat, has to keep running from the humans who take up his home, till he has no more place for escape. Filled with descriptions of animals both in the wild and at home, of jungles and of the people who wander the forests in search of animals, this collection contains stories that are exhilarating and thought-provoking.",['Literary Criticism'],142,en,2017-05-23,
['Ruskin Bond'],Susanna's Seven Husbands,"Includes screenplay of 7 khoon maaf, Hindi motion picture.",['Fiction'],206,en,2011,3
['Ruskin Bond'],Treasury of Stories for Children,"Ruskin Bond, The Master Storyteller, Is At His Inventive Best When Spinning Out Yarns For Children. For Over Four Decades, The Author Has Conjured Up An Enchanting Literary Landscape In Which Children Play An Integral Role. This Collection Brings Together Thirty-Seven Of His Finest Stories For Children, Including Some That Have Never Been Published In India Before. The Themes Of The Stories Are Refreshingly Simple: The Close Bond Between A Young Boy And His Grandmother And Their Long Trek To Buy A New Pair Of Reading Glasses In A Long Walk With Granny ; A Bicycle Ride Which Becomes A Nightmare For A Young Boy When He Encounters The Strange Duo Of A Brother And A Sister On A Lonely Road In The Haunted Bicycle ; The Hilarious Adventures Of A Family Travelling On A Train With Their Unusual Pets: A Tiger, A Squirrel, A Parrot, And A Whimsical Python, In Animals On The Track . A Rich Cast Of Characters Exert Their Magical Spell, Whether It Is Uncle Ken, Who Flits From Job To Job, Living Off His Doting Sisters With Great Aplomb; Or Miss Mackenzie, Whose Love For Flowers Becomes A Common Link Between Her And A Young Schoolboy; Or Toto, The Little Frisky Monkey, Whose Exploits Make For Delightful Reading. With A Personal, Nostalgic Introduction By The Author And Some Superb Illustrations, This Edition Is Certain To Become A Collector S Item. ̈ The Best Of Ruskin Bond S Stories For Children. ̈ This Special Edition Is A Collector S Item.",,260,en,2003-04,5
['Ruskin Bond'],The Coral Tree,Collection of fourteen fictional and autobiographical short stories.,['Fiction'],136,en,2018,
['Ruskin Bond'],A Gathering of Friends,"His tales of India are fresh yet age-old; the scents, sights and languor of the Indian scene have rarely been captured with such ease and authority?'-National Herald 'Ruskin Bond has a magnificently simple and immensely moving style, compassion and a love and reverence for life'-Indian Express 'A writer of great gifts.'- New Statesman One of the country's foremost writers.'- Sunday Chronicle 'The country's best-loved English-language storyteller...seldom disappoints his readers... If you want the...pleasures of a good story, you can't go wrong with Bond.'- Live Mint One of India's best-loved storytellers.'- The Hindu The twenty-one stories in the book are the greatest pieces of fiction written by Ruskin Bond. Chosen by the author himself, from a body of work built over fifty years (starting with his award-winning first novel, The Room on the Roof, and ending with Tales of Fosterganj) this collection includes well-known masterpieces like 'The Night Train at Deoli', 'The Woman on Platform No 8', 'Rusty Plays Holi' (from The Room on the Roof), 'Angry River', 'The Blue Umbrella', 'The Eyes Have It', 'Most Beautiful', 'Panther's Moon', as well as newer stories like 'An Evening at the Savoy with H.H.' (from Maharani) and 'Dinner with Foster' (from Tales of Fosterganj). Taken together, the stories in A Gathering of Friends show why Ruskin Bond has long been regarded as one of the pillars of Indian literature. This is a book that will delight his legions of fans as well as those lucky few who are new to his fiction.","['Short stories, Indic']",258,en,2019,
['Ruskin Bond'],Landour Days,"Ruskin Bond is an inveterate diarist, but over the years the nature of what he wants to record has changed, for ‘In the autumn of my life, I grow reflective’. Although Landour itself is a magical world—where every month has its own flower, every walker his own style, and the countryside is filled with a beauty all its own—in his mind Bond ranges further afield. In Landour Days, he ponders on the experience of being a writer, on writers he has known and those that he loves reading, and on critics, handwriting and typewriters. Filled with warmth and gentle humour, Landour Days captures the timeless rhythm of life in the mountains, and the serene wisdom of one of India’s best-loved writers.",['Fiction'],160,en,2016-07-27,3
['Ruskin Bond'],The Rupa Book of Scary Stories,"Thirteen hair-raising stories to make your flesh creep. Here are literary masterpieces by Kipling, Saki, Algernon Blackwood and others with tales filled with chilling terror and unfathomable horror.","['Short stories, Indic (English)']",192,en,2003,
['Ruskin Bond'],The Beast with Five Fingers,"About ten yards in front of him, crawling along the floor, was a man's hand. Eustace stared at it in utter amazement. It was moving quickly in the manner of a geometer caterpillar, the fingers humped up one moment, flattened out the next; the thumb appeared to give a crablike motion all the while. While he was looking, too surprised to stir, the hand disappeared round the corner.' Terror lurks where you least expect it! This is a collection of hair-raising horror stories that are bound to make your flesh creep, written by the undisputed masters of the genre. Selected and compiled by Ruskin Bond, these are stories by Rudyard Kipling, W.F. Harvey, Marjorie Bowen and Thomas Burke, among others. From a ghostly animated hand and the walking dead to haunted cemeteries and dressing tables-these tales will send a chill down your spine. Featuring phantoms, beasts and monsters, The Beast with Five Fingers makes for the perfect read when the moon is up!",['Fiction'],138,en,2018-02-20,5
['Ruskin Bond'],LETTERS TO MY FATHER,"'Heaven. Is that the real heaven-the perfect place with the perfect companion? And if you and I meet again, Dad, will you look the same, and will I be a small boy or an old man?' Letters to My Father is a deeply personal anthology of essays that have made an impact on Bond's life. It talks of his father, his mother, his neighbours, his boyhood friends and his home. This book brings together the most beautiful and sometimes painful memories of the author's life in eloquent prose. From diary entries that were written during his early years as a writer, to personal correspondence with his family members, this book offers a deep insight into the delicate complexities of human relationships.",['Fiction'],338,en,2021-11-05,
['Ruskin Bond'],Love Among the Bookshelves,"Many readers have grown up with Ruskin Bond's stories. Now in an utterly delightful anthology, he introduces you to the stories he grew up with. Part memoir, part anthology, Love among the Bookshelves is a glimpse into Ruskin's life through the books he has loved and an introduction to some forgotten classics.",['Books'],200,en,2017,
['Ruskin Bond'],Tales of Fosterganj,"Tales of Fosterganj by Ruskin Bond is a fiction that opens window to a remote and quaint village Fosterganj, located around the hills of Mussoorie. The story traces the journey of a writer from Delhi, who lands up in Fosterganj by chance. Though initially annoyed by the place and the people, he decides to stick there because of the interesting viewpoint he gets from his bathroom. Being a writer, he tries to isolate himself but his constant encounters with the natives makes him realise that each one of them has an intense story behind them. The engaging characters such as Hassan, a hardworking baker, a pickpocket who couldn't give up his habit of picking pockets, a mother and her son living in a haunted house, a bank manager, a drunkard who cooks up pity stories to earn people's sympathy thus their money, etc. have weaved a strong plot along with the writer. These eccentric characters maintain the curious quotient of the story throughout the novel. Wondered and intrigued by their stories, the writer unexpectedly indulges himself into a series of adventures, which involves a close face off with a leopard, a fearful night spent in a spooky house, journey to return a box of precious stones, chasing lizards, getting trapped in a scary earthquake, all of which lead to a wonderful climax. Tales Of Fosterganj was published by Aleph book company in 2013 and it comes in hardcover. Key Features: An entertaining journey through the lanes of Fosterganj Yet another innocent novel from Ruskin Bond",['Fiction'],141,en,2013,4
['Ruskin Bond'],My Tall Green Friends,,['Fiction'],114,en,2018,
['Ruskin Bond'],My First Love and Other Stories,,['India'],117,en,1968,
['Ruskin Bond'],Cherry Tree,A girl learns about life and growth as she raises a cherry tree in the foothills of the Himalayas.,['Juvenile Fiction'],32,en,1996,4
['Ruskin Bond'],Dust on the Mountain (Collected Short Stories),"Ruskin Bond wrote his first short story; 'Untouchable'; at the age of sixteen over hundred stories; including the classics 'A Face in Dark'; 'The Kitemaker'; 'The Tunnel'; 'The Room if many Colours'; 'Dust on the Mountain'; and 'Times Stops at Shamli'. This volume brings together the best of all the short fiction Ruskin Bond has ever written. '[Ruskin Bond's stories]' brings to life the special flavours of life in the hills...strengthen[s] the ""Rudyardian thesis"" that the smell of the Himalayas; if it once creeps into the blood of a man; he will return to the hills again and again and will love to live and lie among them.'-Tribune '[Ruskin Bond]' is a writer who has; with intense depth and sensitivity; absorbed the essence of the culturally syncretic Indian society.'-Telegraph",['Fiction'],624,en,2009-05-22,
['Ruskin Bond'],Looking for the Rainbow,"‘When we are small we need someone to hold our hand in the dark.’ At age eight, Ruskin escapes his jail-like boarding school in the hills and goes to live with his father in Delhi. His time in the capital is filled with books, visits to the cinema, music, and walks and conversations with his father—a dream life for a curious and wildly imaginative boy, which turns tragic all too soon. For years, Ruskin Bond has regaled and mesmerized readers with his tales. In Looking for the Rainbow, Bond travels to his past, recalling his favourite adventures (and misadventures) with extraordinary charm, sprinklings of wit, a pinch of poignance and not a trace of bitterness. What you’re holding, dear reader, is a classic in the making.",['Juvenile Fiction'],120,en,2017-05-19,5
['Ruskin Bond'],How To Live Your Life,"It's a letter with advice ... it's Ruskin Bond's definition of Life! Be whatever you want to be... Give it your heart and soul, and you will have made something of your life, my friend. You are all my sons and daughters when it comes to telling you -- HOW TO LIVE YOUR LIFE. -- Ruskin Bond A book packed with all the good advice anyone, any age, would love and benefit from because it is sound wisdom distilled from the wonderful life and times of the inimitable Ruskin Bond, unmistakably one of India's most popular authors. Each piece of valuable advice is worth its weight in gold!",['Self-Help'],124,en,2022-05-19,
['Ruskin Bond'],Wind on Haunted Hill,"'Who . . . whoo . . . whooo, cried the wind as it swept down from the Himalayan snows.' The wild wind pushes open windows, chokes chimneys and blows away clothes as it huffs and puffs over the village by Haunted Hill, where Usha, Suresh and Binya live. It's even more mighty the day Usha is on her way back from the bazaar. A deep rumble echoes down the slope and a sudden flash of lightning lights up the valley as fat drops come raining down. In search of shelter, Usha rushes into the ruins on Haunted Hill, grim and creepy against the dark sky. Inside, the tin roof groans, strange shadows are thrown against the walls and little Usha shivers with fear. For she isn't alone. A gritty, hair-raising story about friendship, courage and survival, this stunning edition will introduce another lot of young readers to the magic of Ruskin Bond's craft.",,40,en,2018-10-15,
['Ruskin Bond'],Post Box No. 99 and Other Stories,"This collection of stories, written by young school children, is a result of annual talent search-the Classmate Young Author Contest. The twelve stories included here were adjudged the best by a National Jury headed by Ruskin Bond, and they cover a range of topics. From a murderer on the loose to friendship in the time of Partition, from a man with a terminal illness to the Devil's day in Paradise, the stories display wonderful perception, humour, imagination and storytelling abilities.The Classmate Young Contest is based on the belief that inside every student is a unique talent in search of an opportunity. It aims to encourage creativity and unfettered imagination in students, rewarding them for putting their ideas onto paper, in the form of short stories. This, the second year of the contest, saw a massive upsurge of interest, with over 40,000 students across 2000 schools spread over 12 cities in India participating.This book is compiled and edited by Ruskin Bond","['Short stories, Indic (English)']",98,en,2005-01-01,
['Ruskin Bond'],A Song of Many Rivers,"Between the boy and the river was a mountain. The thickly forested mountain hid the river, but I knew it was there and what it looked like...I had heard of it, of the fish in its waters, of its rocks and currents and waterfalls and it only remained for me to touch the water and know it personally.",['Fiction'],136,en,2016-11-11,
['Ruskin Bond'],Rusty and the Leopard,"Rusty S Adventures As A Wanderer In The Doon Valley And The Garhwal Hills The Third Book In Puffin S New Series Of Ruskin Bond S Ever-Popular Rusty Stories, Rusty And The Leopard Takes Up The Story From Where Rusty Runs Away, The Second Book In The Series, Ended And Marks Rusty S Rebellious, Eventful Progression Into Manhood. We Pick Up The Story With Rusty, Having Run Away From His Guardian S Home, Trying To Define An Identity For Himself As He Lives With The Kapoor Family, Tutoring Their Son Kishen And Occupying The Room On The Roof. Soon, He Strikes Up A Close Friendship With Kishen And, In The Company Of Meena Kapoor, Begins To Come Into His Own As An Individual. Then Tragedy Strikes The Death Of Meena Devastates Rusty, And He Has No Choice But To Leave Dehra Dun. Forced Into Vagrancy For Some Time, Rusty And Kishen Take To The Open Road, And Their Adventures Accumulate As They Tramp Through The Doon Valley And The Garhwal Hills. New Friends And Acquaintances Replace Old Ones In Rusty S Life Instead Of The Loyal And Supportive Ranbir And Somi There Is Now The Mute Goonga, The Roadside Vendor Devinder, The Rakish Sudheer And Of Course Kishen, Who Like Rusty Is Rootless And Headed For An Unknown Destination. His Time On The Road Allows Rusty To Decide What He Really Wants To Do In Life And By The End Of The Book He Is Preparing For A Trip To London, With Dreams Of Becoming A Writer. Rusty And The Leopard Includes Modified Versions Of The Two Most Famous Rusty Novels The Room On The Roof And Vagrants In The Valley. Full Of Incident As Well As Introspection, This Is A Book Older Children Will Thoroughly Enjoy. This Is Ruskin Bond S Twenty-Fifth Book With Penguin",,316,en,2003,
